X,Y,Unique Squirrel ID,Hectare,Shift,Date,Hectare Squirrel Number,Age,Primary Fur Color,Highlight Fur Color,Combination of Primary and Highlight Color,Color notes,Location,Above Ground Sighter Measurement,Specific Location,Running,Chasing,Climbing,Eating,Foraging,Other Activities,Kuks,Quaas,Moans,Tail flags,Tail twitches,Approaches,Indifferent,Runs from,Other Interactions,Lat/Long,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
-73.9658203999,40.7775874027,17G-PM-1017-01,17G,PM,2018-10-17,1,Adult,Gray,,Gray+,,Ground Plane,FALSE,base of tree,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9658203999388 40.7775874026824),,19,4,19,13
-73.9801562527,40.7687267327,2B-AM-1010-01,02B,AM,2018-10-10,1,Juvenile,Gray,White,Gray+White,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9801562527339 40.7687267327113),,19,4,19,13
-73.9597192456,40.7973316179,38A-AM-1019-03,38A,AM,2018-10-19,3,Adult,Gray,White,Gray+White,White belly,Ground Plane,FALSE,,True,True,True,True,True,stood on back legs,True,True,True,True,True,True,True,True,,POINT (-73.9597192455543 40.7973316178661),,19,4,19,13
-73.9583696994,40.7902456668,32F-PM-1008-01,32F,PM,2018-10-08,1,Adult,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.958369699409 40.7902456668332),,19,4,19,13
-73.9641584395,40.7816571644,21G-AM-1014-01,21G,AM,2018-10-14,1,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9641584395299 40.7816571644072),,19,4,19,13
-73.9733905460,40.7656337148,2H-PM-1006-03,02H,PM,2018-10-06,3,Adult,Black,,Black+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9733905460282 40.7656337147768),,19,4,19,13
-73.9693462354,40.7764444385,14E-PM-1017-01,14E,PM,2018-10-17,1,Juvenile,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9693462354257 40.7764444385452),,19,4,19,13
-73.9692946939,40.7767389791,14E-AM-1008-13,14E,AM,2018-10-08,13,Adult,Gray,,Gray+,,Above Ground,1,,True,True,True,True,True,,True,True,True,True,True,True,True,True,curious,POINT (-73.9692946938852 40.7767389791452),,19,4,19,13
-73.9598746683,40.7907004233,32E-AM-1007-09,32E,AM,2018-10-07,9,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.959874668294 40.7907004233491),,19,4,19,13
-73.9730039582,40.7730688398,9E-PM-1014-03,09E,PM,2018-10-14,3,Adult,Gray,"Black, Cinnamon, White","Gray+Black, Cinnamon, White",,Ground Plane,FALSE,underneath a tree,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9730039581521 40.7730688398468),,19,4,19,13
-73.9687933230,40.7788600243,17E-PM-1018-01,17E,PM,2018-10-18,1,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9687933229572 40.7788600242549),,19,4,19,13
-73.9612623578,40.7911558715,32D-AM-1013-02,32D,AM,2018-10-13,2,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9612623577548 40.7911558714527),,19,4,19,13
-73.9562442623,40.7957285543,38E-AM-1010-03,38E,AM,2018-10-10,3,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9562442622553 40.7957285542564),,19,4,19,13
-73.9757673194,40.7669614323,2F-PM-1014-04,02F,PM,2018-10-14,4,Adult,Gray,,Gray+,,Above Ground,20,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9757673193743 40.766961432261304),,19,4,19,13
-73.9701182455,40.7772805501,15D-PM-1017-03,15D,PM,2018-10-17,3,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9701182454818 40.7772805500871),,19,4,19,13
-73.9695572903,40.7808229817,18C-AM-1018-01,18C,AM,2018-10-18,1,Adult,Gray,Black,Gray+Black,,Above Ground,30,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9695572903383 40.780822981713),,19,4,19,13
-73.9752225195,40.7703747670,6D-PM-1020-05,06D,PM,2018-10-20,5,Adult,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9752225195115 40.7703747669865),,19,4,19,13
-73.9674726603,40.7772125620,16F-PM-1013-03,16F,PM,2018-10-13,3,Juvenile,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,4,Woods,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.96747266034902 40.7772125619715),,19,4,19,13
-73.9736164871,40.7725695049,8D-PM-1007-04,08D,PM,2018-10-07,4,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9736164871197 40.7725695048569),,19,4,19,13
-73.9614373640,40.7945051963,35B-PM-1013-01,35B,PM,2018-10-13,1,Juvenile,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,True,True,True,True,True,did not notice dog sitting a few yards away (10-20 ft),True,True,True,True,True,True,True,True,,POINT (-73.9614373639552 40.7945051962914),,19,4,19,13
-73.9596251285,40.7916254798,33D-AM-1017-05,33D,AM,2018-10-17,5,Adult,Black,,Black+,,Above Ground,5,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9596251284566 40.7916254797561),,19,4,19,13
-73.9721897915,40.7660434203,3I-AM-1010-02,03I,AM,2018-10-10,2,Adult,Gray,,Gray+,,Above Ground,40,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9721897915211 40.76604342031321),,19,4,19,13
-73.9648831612,40.7801326415,19G-PM-1017-02,19G,PM,2018-10-17,2,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,True,True,True,True,True,patting ground,True,True,True,True,True,True,True,True,,POINT (-73.9648831611629 40.7801326414973),,19,4,19,13
-73.9791536183,40.7672705932,1C-PM-1013-03,01C,PM,2018-10-13,3,Adult,Cinnamon,White,Cinnamon+White,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9791536183194 40.7672705931866),,19,4,19,13
-73.9697471123,40.7773163388,15E-PM-1008-10,15E,PM,2018-10-08,10,Adult,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9697471123497 40.777316338832705),,19,4,19,13
-73.9598875541,40.7973415581,38A-AM-1019-04,38A,AM,2018-10-19,4,Adult,Gray,,Gray+,,Above Ground,2,,True,True,True,True,True,walking,True,True,True,True,True,True,True,True,,POINT (-73.9598875541307 40.7973415580717),,19,4,19,13
-73.9787015185,40.7690114586,3B-PM-1007-06,03B,PM,2018-10-07,6,Juvenile,,,+,,,,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9787015184662 40.7690114585688),,19,4,19,13
-73.9598535426,40.7915589344,33D-PM-1006-01,33D,PM,2018-10-06,1,,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,15,,True,True,True,True,True,hanging on fence,True,True,True,True,True,True,True,True,,POINT (-73.9598535425706 40.7915589343685),,19,4,19,13
-73.9596232170,40.7959550843,37B-PM-1013-01,37B,PM,2018-10-13,1,Adult,Gray,,Gray+,Sighting was far away,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9596232170232 40.795955084322905),,19,4,19,13
-73.9751982846,40.7740343763,9B-AM-1010-06,09B,AM,2018-10-10,6,Juvenile,Gray,White,Gray+White,,Above Ground,16,tree,True,True,True,True,True,cleaning,True,True,True,True,True,True,True,True,,POINT (-73.975198284551 40.7740343763399),,19,4,19,13
-73.9651250403,40.7812884929,20F-PM-1007-04,20F,PM,2018-10-07,4,Juvenile,Gray,White,Gray+White,white on tail,Above Ground,20,climbed tree,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9651250402583 40.7812884929069),,19,4,19,13
-73.9547398685,40.7896483795,33I-AM-1008-01,33I,AM,2018-10-08,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,edge of park @ 98th (north),True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9547398684817 40.7896483795302),,19,4,19,13
-73.9651217998,40.7761115393,15I-PM-1012-01,15I,PM,2018-10-12,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9651217998407 40.7761115392738),,19,4,19,13
-73.9767317540,40.7717600451,6B-PM-1017-05,06B,PM,2018-10-17,5,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9767317539505 40.7717600450632),,19,4,19,13
-73.9691845420,40.7707749899,9I-AM-1014-03,09I,AM,2018-10-14,3,Adult,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9691845420174 40.7707749899254),,19,4,19,13
-73.9557710118,40.7919161186,34G-PM-1006-01,34G,PM,2018-10-06,1,Adult,Black,,Black+,"Skinny, thin tail",Ground Plane,FALSE,,True,True,True,True,True,digging,True,True,True,True,True,True,True,True,,POINT (-73.9557710118271 40.7919161185557),,19,4,19,13
-73.9697178770,40.7791544102,17D-AM-1008-03,17D,AM,2018-10-08,3,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.96971787697882 40.7791544102422),,19,4,19,13
-73.9686925781,40.7705688673,9I-PM-1010-05,09I,PM,2018-10-10,5,Adult,Cinnamon,"Gray, White","Cinnamon+Gray, White",,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9686925781295 40.7705688673142),,19,4,19,13
-73.9797122323,40.7678347587,1B-PM-1019-10,01B,PM,2018-10-19,10,Adult,Cinnamon,White,Cinnamon+White,,Above Ground,,Dog chased up tree,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.97971223228342 40.7678347587435),,19,4,19,13
-73.9767164258,40.7736889980,8A-PM-1014-03,08A,PM,2018-10-14,3,Juvenile,Gray,,Gray+,,Above Ground,23,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.976716425804 40.7736889979965),,19,4,19,13
-73.9538938707,40.7981150066,42E-PM-1012-05,42E,PM,2018-10-12,5,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9538938706987 40.7981150065974),,19,4,19,13
-73.9650387848,40.7814134438,21F-AM-1018-04,21F,AM,2018-10-18,4,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9650387848001 40.7814134438394),,19,4,19,13
-73.9657171358,40.7773277532,16H-PM-1014-05,16H,PM,2018-10-14,5,Adult,Gray,White,Gray+White,,Above Ground,5,tree,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9657171357842 40.7773277532224),,19,4,19,13
-73.9597593485,40.7937528403,35C-AM-1007-04,35C,AM,2018-10-07,4,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9597593485091 40.7937528403249),,19,4,19,13
-73.9696688162,40.7741422177,12F-AM-1020-05,12F,AM,2018-10-20,5,Adult,Black,Cinnamon,Black+Cinnamon,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9696688162449 40.7741422177187),,19,4,19,13
-73.9750285590,40.7667307336,2F-PM-1014-09,02F,PM,2018-10-14,9,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.975028559002 40.7667307335544),,19,4,19,13
-73.9715375915,40.7751212089,12D-AM-1013-01,12D,AM,2018-10-13,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9715375915057 40.7751212088827),,19,4,19,13
-73.9583300280,40.7853495003,27I-PM-1020-04,27I,PM,2018-10-20,4,Adult,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9583300280173 40.7853495002675),,19,4,19,13
-73.9643664404,40.7793670704,19H-AM-1010-01,19H,AM,2018-10-10,1,,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,near base of small tree,True,True,True,True,True,,True,True,True,True,True,True,True,True,run from human w/ dog,POINT (-73.9643664403785 40.7793670703727),,19,4,19,13
-73.9550131294,40.7954024312,38F-AM-1018-05,38F,AM,2018-10-18,5,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,True,True,True,True,True,ran up tree,True,True,True,True,True,True,True,True,,POINT (-73.955013129397 40.7954024311542),,19,4,19,13
-73.9794371710,40.7683879103,2B-PM-1013-07,02B,PM,2018-10-13,7,Adult,Cinnamon,,Cinnamon+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9794371709817 40.768387910254),,19,4,19,13
-73.9711178122,40.7672642958,4I-PM-1007-01,04I,PM,2018-10-07,1,Adult,Black,,Black+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9711178122133 40.76726429584371),,19,4,19,13
-73.9799594281,40.7701978147,4A-AM-1007-05,04A,AM,2018-10-07,5,Adult,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9799594281222 40.7701978146968),,19,4,19,13
-73.9582363437,40.7987752301,40B-AM-1019-06,40B,AM,2018-10-19,6,Juvenile,Gray,White,Gray+White,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9582363437135 40.7987752300505),,19,4,19,13
-73.9787736280,40.7676126748,2C-AM-1010-01,02C,AM,2018-10-10,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9787736280005 40.7676126748454),,19,4,19,13
-73.9678923668,40.7819675626,20C-PM-1018-05,20C,PM,2018-10-18,5,Juvenile,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9678923667678 40.781967562623606),,19,4,19,13
-73.9686370726,40.7780382349,16E-PM-1018-09,16E,PM,2018-10-18,9,Juvenile,Cinnamon,White,Cinnamon+White,,Above Ground,3,On trunk,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9686370726471 40.7780382348833),,19,4,19,13
-73.9642900904,40.7917017169,31A-AM-1010-03,31A,AM,2018-10-10,3,Adult,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9642900903774 40.7917017168842),,19,4,19,13
-73.9546123259,40.7941434862,37G-PM-1007-05,37G,PM,2018-10-07,5,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,True,True,True,True,True,jumping around!,True,True,True,True,True,True,True,True,,POINT (-73.9546123259441 40.7941434862099),,19,4,19,13
-73.9684092813,40.7711445842,9I-AM-1014-07,09I,AM,2018-10-14,7,Adult,Cinnamon,,Cinnamon+,"No real highlight, White tail?",Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9684092812839 40.7711445841928),,19,4,19,13
-73.9657487924,40.7786823091,18G-PM-1013-04,18G,PM,2018-10-13,4,Adult,Gray,,Gray+,,Above Ground,3,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9657487923637 40.7786823090663),,19,4,19,13
-73.9583201790,40.7913938723,33F-PM-1012-05,33F,PM,2018-10-12,5,Adult,Gray,"Black, Cinnamon, White","Gray+Black, Cinnamon, White",,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.95832017896151 40.7913938722521),,19,4,19,13
-73.9758211561,40.7693422861,5E-AM-1008-10,05E,AM,2018-10-08,10,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Above Ground,6,up a tree,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9758211560957 40.7693422860766),,19,4,19,13
-73.9557918002,40.7979228878,40D-PM-1013-03,40D,PM,2018-10-13,3,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9557918001972 40.7979228878042),,19,4,19,13
-73.9559663950,40.7974497270,40D-AM-1013-07,40D,AM,2018-10-13,7,Adult,Gray,,Gray+,,Above Ground,6,,True,True,True,True,True,,True,True,True,True,True,True,True,True,curious,POINT (-73.9559663949511 40.7974497269789),,19,4,19,13
-73.9608643286,40.7902122635,31D-PM-1006-02,31D,PM,2018-10-06,2,Adult,Gray,,Gray+,,Above Ground,15,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.960864328605 40.7902122634639),,19,4,19,13
-73.9702530173,40.7736241205,11F-AM-1013-01,11F,AM,2018-10-13,1,Adult,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9702530172652 40.7736241205021),,19,4,19,13
-73.9573656523,40.7979754564,40C-AM-1017-01,40C,AM,2018-10-17,1,Adult,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,chasing (#2),True,True,True,True,True,True,True,True,,POINT (-73.9573656523498 40.7979754563974),,19,4,19,13
-73.9673349366,40.7773289724,16F-PM-1013-01,16F,PM,2018-10-13,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,Woods,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.967334936601 40.7773289724189),,19,4,19,13
-73.9694938608,40.7745700102,12F-PM-1007-03,12F,PM,2018-10-07,3,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9694938608335 40.7745700102115),,19,4,19,13
-73.9707571364,40.7758859813,13E-PM-1008-02,13E,PM,2018-10-08,2,Adult,Gray,White,Gray+White,,Above Ground,10,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9707571364399 40.7758859812524),,19,4,19,13
-73.9561103689,40.7949140850,37E-AM-1013-03,37E,AM,2018-10-13,3,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9561103688639 40.794914085004),,19,4,19,13
-73.9699134053,40.7744465890,12F-PM-1007-14,12F,PM,2018-10-07,14,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9699134052609 40.774446589038),,19,4,19,13
-73.9676113346,40.7803482448,19E-PM-1018-03,19E,PM,2018-10-18,3,Adult,Gray,,Gray+,,Ground Plane,FALSE,Baseball field #3,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9676113345824 40.7803482448467),,19,4,19,13
-73.9761776425,40.7695941844,5D-PM-1018-07,05D,PM,2018-10-18,7,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9761776424664 40.7695941843825),,19,4,19,13
-73.9657040392,40.7755567428,15I-AM-1008-06,15I,AM,2018-10-08,6,Adult,Cinnamon,White,Cinnamon+White,,Above Ground,12,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9657040391563 40.7755567428199),,19,4,19,13
-73.9734108731,40.7676051393,4G-AM-1006-03,04G,AM,2018-10-06,3,,Gray,White,Gray+White,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9734108731087 40.7676051392697),,19,4,19,13
-73.9593410965,40.7923134010,33D-AM-1017-08,33D,AM,2018-10-17,8,Adult,Black,,Black+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9593410965431 40.7923134010383),,19,4,19,13
-73.9569318105,40.7973442139,40C-PM-1006-07,40C,PM,2018-10-06,7,Adult,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9569318105253 40.7973442139041),,19,4,19,13
-73.9608987398,40.7961393097,37A-PM-1013-02,37A,PM,2018-10-13,2,Adult,Cinnamon,"Gray, White","Cinnamon+Gray, White",,Above Ground,10,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.960898739757 40.7961393097144),,19,4,19,13
-73.9553521528,40.7988549523,42D-AM-1014-01,42D,AM,2018-10-14,1,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Above Ground,20,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.955352152771 40.7988549523022),,19,4,19,13
-73.9623356369,40.7888693815,29D-AM-1014-05,29D,AM,2018-10-14,5,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,Rocky area,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9623356369432 40.7888693815168),,19,4,19,13
-73.9672413355,40.7838116138,22C-PM-1006-03,22C,PM,2018-10-06,3,Adult,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9672413354558 40.7838116138235),,19,4,19,13
-73.9709738167,40.7774102690,14D-PM-1019-08,14D,PM,2018-10-19,8,Adult,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9709738166531 40.7774102689734),,19,4,19,13
-73.9677500862,40.7726060988,11I-AM-1012-01,11I,AM,2018-10-12,1,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9677500862135 40.7726060987821),,19,4,19,13
-73.9698080328,40.7842252949,21A-AM-1019-02,21A,AM,2018-10-19,2,Adult,Gray,,Gray+,,Ground Plane,FALSE,Tree & ground,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9698080328304 40.7842252948542),,19,4,19,13
-73.9717135461,40.7761780680,13D-PM-1018-01,13D,PM,2018-10-18,1,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9717135461165 40.776178068008306),,19,4,19,13
-73.9556039998,40.7977549157,40D-AM-1013-05,40D,AM,2018-10-13,5,Adult,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9556039997621 40.7977549157287),,19,4,19,13
-73.9710531485,40.7773757069,14D-PM-1019-06,14D,PM,2018-10-19,6,Adult,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.97105314852982 40.777375706944504),,19,4,19,13
-73.9532427699,40.7962643767,40G-PM-1013-04,40G,PM,2018-10-13,4,Adult,Gray,,Gray+,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9532427699097 40.7962643767092),,19,4,19,13
-73.9594986108,40.7840083041,25I-AM-1012-03,25I,AM,2018-10-12,3,Adult,Cinnamon,,Cinnamon+,,Above Ground,8,"on turn, see map",True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9594986107981 40.7840083040604),,19,4,19,13
-73.9594446018,40.7917800352,33D-AM-1017-06,33D,AM,2018-10-17,6,Adult,Black,,Black+,,Above Ground,10,,True,True,True,True,True,,True,True,True,True,True,True,True,True,runs from (ran into hole in tree trunk),POINT (-73.9594446018346 40.7917800352042),,19,4,19,13
-73.9748943397,40.7703992564,6E-AM-1014-01,06E,AM,2018-10-14,1,Juvenile,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9748943397482 40.7703992564272),,19,4,19,13
-73.9614972757,40.7921404951,33C-PM-1007-02,33C,PM,2018-10-07,2,Adult,Gray,"Black, White","Gray+Black, White",,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9614972757332 40.7921404951324),,19,4,19,13
-73.9697583236,40.7787320391,16D-AM-1007-05,16D,AM,2018-10-07,5,Adult,Gray,,Gray+,didn't get a good look,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.96975832355331 40.7787320391004),,19,4,19,13
-73.9699124811,40.7743016982,12F-PM-1007-07,12F,PM,2018-10-07,7,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9699124811406 40.7743016981538),,19,4,19,13
-73.9799250782,40.7676106599,1B-AM-1012-03,01B,AM,2018-10-12,3,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.97992507822771 40.7676106598889),,19,4,19,13
-73.9801138984,40.7685721516,2B-PM-1013-02,02B,PM,2018-10-13,2,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9801138983722 40.7685721515635),,19,4,19,13
-73.9707487237,40.7800822831,17B-PM-1012-03,17B,PM,2018-10-12,3,Adult,Gray,White,Gray+White,,Above Ground,10,,True,True,True,True,True,2/3 chasing each other,True,True,True,True,True,True,True,True,,POINT (-73.9707487237344 40.7800822831001),,19,4,19,13
-73.9583688637,40.7913889585,33E-PM-1012-08,33E,PM,2018-10-12,8,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9583688637255 40.791388958496),,19,4,19,13
-73.9674978827,40.7762884108,15G-PM-1019-10,15G,PM,2018-10-19,10,Adult,Gray,,Gray+,,Above Ground,1,on a log,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9674978826751 40.776288410765),,19,4,19,13
-73.9735195018,40.7787147280,14A-AM-1014-02,14A,AM,2018-10-14,2,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,POINT (-73.9735195018446 40.7787147279715),,19,4,19,13
